"","oid","typ","cid","tna","rnk","tid","mna","mra","mid","oei","eag","lag","rid","dcr","dmd","lng","lat","oli"
"1:133",213054,"occ",21689,"Alouatta seniculus",3,232537,"Alouatta seniculus",3,232537,"Holocene",0.0117,0,"4790;4790","1995-10-04 00:00:00","2002-07-10 22:49:32",-71.366699,-11.9,NA
"1:134",213055,"occ",21689,"Aotus trivirgatus",3,232711,"Aotus trivirgatus",3,232711,"Holocene",0.0117,0,"4790;4790","1995-10-04 00:00:00","2002-07-10 22:49:32",-71.366699,-11.9,NA
"1:135",213056,"occ",21689,"Ateles paniscus",3,232428,"Ateles paniscus",3,232428,"Holocene",0.0117,0,"4790;4790","1995-10-04 00:00:00","2002-07-10 22:49:32",-71.366699,-11.9,NA
"1:136",213057,"occ",21689,"Callicebus moloch",3,92607,"Callicebus",5,92607,"Holocene",0.0117,0,"4790;4790","1995-10-04 00:00:00","2002-07-10 22:49:32",-71.366699,-11.9,NA
"1:137",213058,"occ",21689,"Cebus albifrons",3,232539,"Simia albifrons",3,232538,"Holocene",0.0117,0,"4790;4790","1995-10-04 00:00:00","2002-07-10 22:49:32",-71.366699,-11.9,NA
"1:138",213059,"occ",21689,"Cebus apella",3,232441,"Cebus apella",3,232441,"Holocene",0.0117,0,"4790;4790","1995-10-04 00:00:00","2002-07-10 22:49:32",-71.366699,-11.9,NA
"1:139",213060,"occ",21689,"Lagothrix lagotricha",3,232530,"Lagothrix lagotricha",3,232530,"Holocene",0.0117,0,"4790;4790","1995-10-04 00:00:00","2002-07-10 22:49:32",-71.366699,-11.9,NA
"1:140",213061,"occ",21689,"Saguinus fuscicollis",3,231758,"Saguinus fuscicollis",3,231758,"Holocene",0.0117,0,"4790;4790","1995-10-04 00:00:00","2002-07-10 22:49:32",-71.366699,-11.9,NA
"1:141",213062,"occ",21689,"Saguinus imperator",3,92613,"Saguinus",5,92613,"Holocene",0.0117,0,"4790;4790","1995-10-04 00:00:00","2002-07-10 22:49:32",-71.366699,-11.9,NA
"1:142",213063,"occ",21689,"Saimiri sciureus",3,232446,"Saimiri sciureus",3,232446,"Holocene",0.0117,0,"4790;4790","1995-10-04 00:00:00","2002-07-10 22:49:32",-71.366699,-11.9,NA
"1:143",213064,"occ",21689,"Callimico goeldii",3,233443,"Callimico goeldii",3,233443,"Holocene",0.0117,0,"4790;4790","1995-10-04 00:00:00","2002-07-10 22:49:32",-71.366699,-11.9,NA
"1:144",213065,"occ",21689,"Mesomys hispidus",3,159115,"Mesomys",5,159115,"Holocene",0.0117,0,"4790;4790","1995-10-04 00:00:00","2002-07-10 22:49:32",-71.366699,-11.9,NA
"1:145",213066,"occ",21689,"Dasyprocta variegata",3,105149,"Dasyprocta",5,105149,"Holocene",0.0117,0,"4790;4790","1995-10-04 00:00:00","2002-07-10 22:49:32",-71.366699,-11.9,NA
"1:146",213067,"occ",21689,"Dactylomys dactylinus",3,159121,"Dactylomys",5,159121,"Holocene",0.0117,0,"4790;4790","1995-10-04 00:00:00","2002-07-10 22:49:32",-71.366699,-11.9,NA
"1:147",213068,"occ",21689,"Proechimys brevicauda",3,159117,"Proechimys",5,159117,"Holocene",0.0117,0,"4790;4790","1995-10-04 00:00:00","2002-07-10 22:49:32",-71.366699,-11.9,NA
"1:148",213069,"occ",21689,"Oecomys superans",3,104875,"Oecomys",5,104875,"Holocene",0.0117,0,"4790;4790","1995-10-04 00:00:00","2002-07-10 22:49:32",-71.366699,-11.9,NA
"1:149",213070,"occ",21689,"Oligoryzomys microtis",3,159122,"Oligoryzomys",5,159122,"Holocene",0.0117,0,"4790;4790","1995-10-04 00:00:00","2002-07-10 22:49:32",-71.366699,-11.9,NA
"1:150",213071,"occ",21689,"Sciurus sanborni",3,41525,"Sciurus",5,41525,"Holocene",0.0117,0,"4790;4790","1995-10-04 00:00:00","2002-07-10 22:49:32",-71.366699,-11.9,NA
"1:151",213072,"occ",21689,"Agouti paca",3,233833,"Cuniculus paca",3,233819,"Holocene",0.0117,0,"4790;4790","1995-10-04 00:00:00","2002-07-10 22:49:32",-71.366699,-11.9,NA
"1:152",213073,"occ",21689,"Myoprocta pratti",3,234763,"Myoprocta pratti",3,234763,"Holocene",0.0117,0,"4790;4790","1995-10-04 00:00:00","2002-07-10 22:49:32",-71.366699,-11.9,NA
"1:153",213074,"occ",21689,"Nectomys squamipes",3,236805,"Nectomys squamipes",3,236805,"Holocene",0.0117,0,"4790;4790","1995-10-04 00:00:00","2002-07-10 22:49:32",-71.366699,-11.9,NA
"1:154",213075,"occ",21689,"Sciurus spadiceus",3,41525,"Sciurus",5,41525,"Holocene",0.0117,0,"4790;4790","1995-10-04 00:00:00","2002-07-10 22:49:32",-71.366699,-11.9,NA
"1:155",213076,"occ",21689,"Oryzomys nitidus",3,41828,"Oryzomys",5,41828,"Holocene",0.0117,0,"4790;4790","1995-10-04 00:00:00","2002-07-10 22:49:32",-71.366699,-11.9,NA
"1:156",213077,"occ",21689,"Proechimys steerei",3,159117,"Proechimys",5,159117,"Holocene",0.0117,0,"4790;4790","1995-10-04 00:00:00","2002-07-10 22:49:32",-71.366699,-11.9,NA
"1:157",213102,"occ",21689,"Panthera onca",3,49735,"Panthera onca",3,49735,"Holocene",0.0117,0,"4790;4790","1995-06-22 00:00:00","2002-07-10 22:49:32",-71.366699,-11.9,NA
"1:158",213103,"occ",21690,"Gazella granti",3,149573,"Gazella granti",3,149573,"Holocene",0.0117,0,"4792;4792","1995-06-21 00:00:00","2002-07-10 22:49:32",35,-2.4167,NA
"1:159",213105,"occ",21690,"Hippotragus equinus",3,149602,"Hippotragus equinus",3,149602,"Holocene",0.0117,0,"4792;4792","1995-06-21 00:00:00","2002-07-10 22:49:32",35,-2.4167,NA
"1:160",213106,"occ",21690,"Taurotragus oryx",3,231399,"Taurotragus oryx",3,231399,"Holocene",0.0117,0,"4792;4792","1995-06-21 00:00:00","2002-07-10 22:49:32",35,-2.4167,NA
"1:161",213107,"occ",21690,"Giraffa camelopardalis",3,133600,"Giraffa camelopardalis",3,133600,"Holocene",0.0117,0,"4792;4792","1995-06-21 00:00:00","2002-07-10 22:49:32",35,-2.4167,NA
"1:162",213108,"occ",21690,"Equus burchelli",3,236270,"Equus quagga burchelli",2,236288,"Holocene",0.0117,0,"4792;4792","1995-06-23 00:00:00","2002-07-10 22:49:32",35,-2.4167,NA
"1:163",213109,"occ",21690,"Orycteropus afer",3,119862,"Orycteropus afer",3,119862,"Holocene",0.0117,0,"4792;4792","1995-06-23 00:00:00","2002-07-10 22:49:32",35,-2.4167,NA
"1:164",213110,"occ",21690,"Canis mesomelas",3,232943,"Canis mesomelas",3,232943,"Holocene",0.0117,0,"4792;4792","1995-06-22 00:00:00","2002-07-10 22:49:32",35,-2.4167,NA
"1:165",213111,"occ",21690,"Canis adustus",3,232942,"Canis adustus",3,232942,"Holocene",0.0117,0,"4792;4792","1995-06-22 00:00:00","2002-07-10 22:49:32",35,-2.4167,NA
"1:166",213112,"occ",21690,"Mellivora capensis",3,232916,"Mellivora capensis",3,232916,"Holocene",0.0117,0,"4792;4792","1995-06-22 00:00:00","2002-07-10 22:49:32",35,-2.4167,NA
"1:167",213113,"occ",21690,"Crocuta crocuta",3,53881,"Crocuta crocuta",3,53881,"Holocene",0.0117,0,"4792;4792","1995-06-22 00:00:00","2002-07-10 22:49:32",35,-2.4167,NA
"1:168",213114,"occ",21690,"Panthera leo",3,49734,"Panthera leo",3,49734,"Holocene",0.0117,0,"4792;4792","1995-06-22 00:00:00","2002-07-10 22:49:32",35,-2.4167,NA
"1:169",213115,"occ",21690,"Panthera pardus",3,72185,"Panthera pardus",3,72185,"Holocene",0.0117,0,"4792;4792","1995-06-22 00:00:00","2002-07-10 22:49:32",35,-2.4167,NA
"1:170",213118,"occ",21690,"Lycaon pictus",3,231463,"Lycaon pictus",3,231463,"Holocene",0.0117,0,"4792;4792","1995-06-22 00:00:00","2002-07-10 22:49:32",35,-2.4167,NA
"1:171",213119,"occ",21690,"Otocyon megalotis",3,232959,"Otocyon megalotis",3,232959,"Holocene",0.0117,0,"4792;4792","1995-06-22 00:00:00","2002-07-10 22:49:32",35,-2.4167,NA
"1:172",213120,"occ",21690,"Hyaena hyaena",3,232134,"Hyaena hyaena",3,232134,"Holocene",0.0117,0,"4792;4792","1995-06-22 00:00:00","2002-07-10 22:49:32",35,-2.4167,NA
"1:173",213121,"occ",21690,"Felis caracal",3,224076,"Caracal caracal",3,224078,"Holocene",0.0117,0,"4792;4792","1995-06-22 00:00:00","2002-07-10 22:49:32",35,-2.4167,NA
"1:174",213122,"occ",21690,"Ichneumia albicauda",3,232856,"Ichneumia albicauda",3,232856,"Holocene",0.0117,0,"4792;4792","1995-06-22 00:00:00","2002-07-10 22:49:32",35,-2.4167,NA
"1:175",213123,"occ",21690,"Alcelaphus buselaphus",3,149623,"Alcelaphus buselaphus",3,149623,"Holocene",0.0117,0,"4792;4792","1995-06-21 00:00:00","2002-07-10 22:49:32",35,-2.4167,NA
"1:176",213124,"occ",21690,"Connochaetes taurinus",3,133827,"Connochaetes taurinus",3,133827,"Holocene",0.0117,0,"4792;4792","1995-06-21 00:00:00","2002-07-10 22:49:32",35,-2.4167,NA
"1:177",213125,"occ",21690,"Madoqua kirki",3,42793,"Madoqua",5,42793,"Holocene",0.0117,0,"4792;4792","1995-06-21 00:00:00","2002-07-10 22:49:32",35,-2.4167,NA
"1:178",213126,"occ",21690,"Raphicerus campestris",3,149590,"Raphicerus campestris",3,149590,"Holocene",0.0117,0,"4792;4792","1995-06-21 00:00:00","2002-07-10 22:49:32",35,-2.4167,NA
"1:179",213127,"occ",21690,"Redunca redunca",3,149684,"Redunca redunca",3,149684,"Holocene",0.0117,0,"4792;4792","1995-06-21 00:00:00","2002-07-10 22:49:32",35,-2.4167,NA
"1:180",213128,"occ",21690,"Syncerus caffer",3,149719,"Syncerus caffer",3,149719,"Holocene",0.0117,0,"4792;4792","1995-06-21 00:00:00","2002-07-10 22:49:32",35,-2.4167,NA
"1:181",213129,"occ",21690,"Tragelaphus scriptus",3,149707,"Tragelaphus scriptus",3,149707,"Holocene",0.0117,0,"4792;4792","1995-06-21 00:00:00","2002-07-10 22:49:32",35,-2.4167,NA
"1:182",213130,"occ",21690,"Genetta genetta",3,232013,"Genetta genetta",3,232013,"Holocene",0.0117,0,"4792;4792","1995-06-22 00:00:00","2002-07-10 22:49:32",35,-2.4167,NA
"1:183",213132,"occ",21690,"Acinonyx jubatus",3,224065,"Acinonyx jubatus",3,224065,"Holocene",0.0117,0,"4792;4792","1995-06-22 00:00:00","2002-07-10 22:49:32",35,-2.4167,NA
"1:184",213133,"occ",21690,"Felis serval",3,224081,"Caracal serval",3,224082,"Holocene",0.0117,0,"4792;4792","1995-06-22 00:00:00","2002-07-10 22:49:32",35,-2.4167,NA
"1:185",213134,"occ",21690,"Hippopotamus amphibius",3,77338,"Hippopotamus amphibius",3,77338,"Holocene",0.0117,0,"4792;4792","1995-06-21 00:00:00","2002-07-10 22:49:32",35,-2.4167,NA
"1:186",213137,"occ",21690,"Redunca fulvorufula",3,149687,"Redunca fulvorufula",3,149687,"Holocene",0.0117,0,"4792;4792","1995-06-21 00:00:00","2002-07-10 22:49:32",35,-2.4167,NA
"1:187",213138,"occ",21690,"Heterohyrax brucei",3,143663,"Heterohyrax brucei",3,143663,"Holocene",0.0117,0,"4792;4792","1995-06-19 00:00:00","2002-07-10 22:49:32",35,-2.4167,NA
"1:188",213139,"occ",21690,"Oryx gazella",3,149593,"Oryx gazella",3,149593,"Holocene",0.0117,0,"4792;4792","1995-10-04 00:00:00","2002-07-10 22:49:32",35,-2.4167,NA
"1:189",213140,"occ",21690,"Canis aureus",3,104156,"Canis aureus",3,104156,"Holocene",0.0117,0,"4792;4792","1995-10-04 00:00:00","2002-07-10 22:49:32",35,-2.4167,NA
"1:190",213141,"occ",21690,"Genetta tigrina",3,232092,"Genetta tigrina",3,232092,"Holocene",0.0117,0,"4792;4792","1995-10-04 00:00:00","2002-07-10 22:49:32",35,-2.4167,NA
"1:191",213142,"occ",21690,"Mungos mungo",3,206224,"Mungos mungo",3,206224,"Holocene",0.0117,0,"4792;4792","1995-10-04 00:00:00","2002-07-10 22:49:32",35,-2.4167,NA
"1:192",213143,"occ",21690,"Procavia habessinica",3,43295,"Procavia",5,43295,"Holocene",0.0117,0,"4792;4792","1995-10-04 00:00:00","2002-07-10 22:49:32",35,-2.4167,NA
"1:193",213152,"occ",21691,"Tayassu tajacu",3,52101,"Tayassu tajacu",3,52101,"Holocene",0.0117,0,"4796;4796","1995-10-04 00:00:00","2002-07-10 22:49:32",-79.849998,9.15,NA
"1:194",213153,"occ",21691,"Felis pardalis",3,46525,"Leopardus pardalis",3,47513,"Holocene",0.0117,0,"4796;4796","1995-10-04 00:00:00","2002-07-10 22:49:32",-79.849998,9.15,NA
"1:195",213154,"occ",21691,"Felis wiedii",3,46532,"Leopardus wiedii",3,47514,"Holocene",0.0117,0,"4796;4796","1995-10-04 00:00:00","2002-07-10 22:49:32",-79.849998,9.15,NA
"1:196",213155,"occ",21691,"Felis yagouaroundi",3,46533,"Puma yagouaroundi",3,224063,"Holocene",0.0117,0,"4796;4796","1995-10-04 00:00:00","2002-07-10 22:49:32",-79.849998,9.15,NA
"1:197",213156,"occ",21691,"Eira barbara",3,232924,"Eira barbara",3,232924,"Holocene",0.0117,0,"4796;4796","1995-10-04 00:00:00","2002-07-10 22:49:32",-79.849998,9.15,NA
"1:198",213157,"occ",21691,"Bassaricyon gabbii",3,157498,"Bassaricyon gabbii",3,157498,"Holocene",0.0117,0,"4796;4796","1995-10-04 00:00:00","2002-07-10 22:49:32",-79.849998,9.15,NA
"1:199",213158,"occ",21691,"Nasua nasua",3,231412,"Nasua nasua",3,231412,"Holocene",0.0117,0,"4796;4796","1995-10-04 00:00:00","2002-07-10 22:49:32",-79.849998,9.15,NA
"1:200",213159,"occ",21691,"Potos flavus",3,232928,"Potos flavus",3,232928,"Holocene",0.0117,0,"4796;4796","1995-10-04 00:00:00","2002-07-10 22:49:32",-79.849998,9.15,NA
"1:201",213160,"occ",21691,"Procyon lotor",3,50729,"Procyon lotor",3,50729,"Holocene",0.0117,0,"4796;4796","1995-10-04 00:00:00","2002-07-10 22:49:32",-79.849998,9.15,NA
"1:202",213161,"occ",21691,"Sylvilagus brasiliensis",3,233586,"Sylvilagus brasiliensis",3,233586,"Holocene",0.0117,0,"4796;4796","1995-10-04 00:00:00","2002-07-10 22:49:32",-79.849998,9.15,NA
"1:203",213162,"occ",21691,"Caluromys derbianus",3,39952,"Caluromys",5,39952,"Holocene",0.0117,0,"4796;4796","1995-10-04 00:00:00","2002-07-10 22:49:32",-79.849998,9.15,NA
"1:204",213163,"occ",21691,"Didelphis marsupialis",3,45701,"Didelphis marsupialis",3,45701,"Holocene",0.0117,0,"4796;4796","1995-10-04 00:00:00","2002-07-10 22:49:32",-79.849998,9.15,NA
"1:205",213164,"occ",21691,"Marmosa robinsoni",3,284738,"Marmosa robinsoni",3,284738,"Holocene",0.0117,0,"4796;4796","1995-10-04 00:00:00","2002-07-10 22:49:32",-79.849998,9.15,NA
"1:206",213165,"occ",21691,"Philander opposum",3,284762,"Philander opposum",3,284762,"Holocene",0.0117,0,"4796;4796","1995-10-04 00:00:00","2002-07-10 22:49:32",-79.849998,9.15,NA
"1:207",213166,"occ",21691,"Metachirus nudicaudatus",3,238612,"Metachirus nudicaudatus",3,238612,"Holocene",0.0117,0,"4796;4796","1995-10-04 00:00:00","2002-07-10 22:49:32",-79.849998,9.15,NA
"1:208",213167,"occ",21691,"Tapirus bairdii",3,93968,"Tapirus bairdii",3,93968,"Holocene",0.0117,0,"4796;4796","1995-10-04 00:00:00","2002-07-10 22:49:32",-79.849998,9.15,NA
"1:209",213168,"occ",21691,"Choloepus hoffmanni",3,235353,"Choloepus hoffmanni",3,235353,"Holocene",0.0117,0,"4796;4796","1995-10-04 00:00:00","2002-07-10 22:49:32",-79.849998,9.15,NA
"1:210",213169,"occ",21691,"Cabassous centralis",3,43529,"Cabassous",5,43529,"Holocene",0.0117,0,"4796;4796","1995-10-04 00:00:00","2002-07-10 22:49:32",-79.849998,9.15,NA
"1:211",213170,"occ",21691,"Tamandua mexicana",3,83035,"Tamandua",5,83035,"Holocene",0.0117,0,"4796;4796","1995-10-04 00:00:00","2002-07-10 22:49:32",-79.849998,9.15,NA
"1:212",213171,"occ",21691,"Aotus trivirgatus",3,232711,"Aotus trivirgatus",3,232711,"Holocene",0.0117,0,"4796;4796","1995-10-04 00:00:00","2002-07-10 22:49:32",-79.849998,9.15,NA
"1:213",213172,"occ",21691,"Ateles geoffroyi",3,232528,"Ateles geoffroyi",3,232528,"Holocene",0.0117,0,"4796;4796","1995-10-04 00:00:00","2002-07-10 22:49:32",-79.849998,9.15,NA
"1:214",213173,"occ",21691,"Cebus capucinus",3,232443,"Cebus capucinus",3,232443,"Holocene",0.0117,0,"4796;4796","1995-10-04 00:00:00","2002-07-10 22:49:32",-79.849998,9.15,NA
"1:215",213174,"occ",21691,"Saguinus oedipus",3,92613,"Saguinus",5,92613,"Holocene",0.0117,0,"4796;4796","1995-10-04 00:00:00","2002-07-10 22:49:32",-79.849998,9.15,NA
"1:216",213175,"occ",21691,"Alouatta palliata",3,235367,"Alouatta palliata",3,235367,"Holocene",0.0117,0,"4796;4796","1995-10-04 00:00:00","2002-07-10 22:49:32",-79.849998,9.15,NA
"1:217",213176,"occ",21691,"Dasyprocta punctata",3,238324,"Dasyprocta punctata",3,238324,"Holocene",0.0117,0,"4796;4796","1995-10-04 00:00:00","2002-07-10 22:49:32",-79.849998,9.15,NA
"1:218",213177,"occ",21691,"Diplomys labilis",3,336523,"Diplomys",5,336523,"Holocene",0.0117,0,"4796;4796","1995-10-04 00:00:00","2002-07-10 22:49:32",-79.849998,9.15,NA
"1:219",213178,"occ",21691,"Coendou rothschildi",3,42136,"Coendou",5,42136,"Holocene",0.0117,0,"4796;4796","1995-10-04 00:00:00","2002-07-10 22:49:32",-79.849998,9.15,NA
"1:220",213179,"occ",21691,"Microsciurus alfari",3,92537,"Microsciurus",5,92537,"Holocene",0.0117,0,"4796;4796","1995-10-04 00:00:00","2002-07-10 22:49:32",-79.849998,9.15,NA
"1:221",213180,"occ",21691,"Agouti paca",3,233833,"Cuniculus paca",3,233819,"Holocene",0.0117,0,"4796;4796","1995-10-04 00:00:00","2002-07-10 22:49:32",-79.849998,9.15,NA
"1:222",213181,"occ",21691,"Sigmodon hispidus",3,51548,"Sigmodon hispidus",3,51548,"Holocene",0.0117,0,"4796;4796","1995-10-04 00:00:00","2002-07-10 22:49:32",-79.849998,9.15,NA
"1:223",213203,"occ",21691,"Panthera onca",3,49735,"Panthera onca",3,49735,"Holocene",0.0117,0,"4796;4796","1995-06-22 00:00:00","2002-07-10 22:49:32",-79.849998,9.15,NA
"1:224",213205,"occ",21692,"Alcelaphus buselaphus",3,149623,"Alcelaphus buselaphus",3,149623,"Holocene",0.0117,0,"4801;4801","1995-06-21 00:00:00","2002-07-10 22:49:32",-5.0333,6.2167,NA
"1:225",213207,"occ",21692,"Redunca redunca",3,149684,"Redunca redunca",3,149684,"Holocene",0.0117,0,"4801;4801","1995-06-21 00:00:00","2002-07-10 22:49:32",-5.0333,6.2167,NA
"1:226",213208,"occ",21692,"Dasymys incomtus",3,41900,"Dasymys",5,41900,"Holocene",0.0117,0,"4801;4801","1995-06-22 00:00:00","2002-07-10 22:49:32",-5.0333,6.2167,NA
"1:227",213209,"occ",21692,"Hystrix cristata",3,109640,"Hystrix cristata",3,109640,"Holocene",0.0117,0,"4801;4801","1995-06-22 00:00:00","2002-07-10 22:49:32",-5.0333,6.2167,NA
"1:228",213210,"occ",21692,"Hippopotamus amphibius",3,77338,"Hippopotamus amphibius",3,77338,"Holocene",0.0117,0,"4801;4801","1995-06-21 00:00:00","2002-07-10 22:49:32",-5.0333,6.2167,NA
"1:229",213212,"occ",21692,"Xerus erythropus",3,41532,"Xerus",5,41532,"Holocene",0.0117,0,"4801;4801","1995-06-22 00:00:00","2002-07-10 22:49:32",-5.0333,6.2167,NA
"1:230",213213,"occ",21692,"Arvicanthis niloticus",3,41898,"Arvicanthis",5,41898,"Holocene",0.0117,0,"4801;4801","1995-10-04 00:00:00","2002-07-10 22:49:32",-5.0333,6.2167,NA
"1:231",213214,"occ",21692,"Lemniscomys striatus",3,41907,"Lemniscomys",5,41907,"Holocene",0.0117,0,"4801;4801","1995-10-04 00:00:00","2002-07-10 22:49:32",-5.0333,6.2167,NA
"1:232",213215,"occ",21692,"Lophuromys sikapusi",3,104912,"Lophuromys",5,104912,"Holocene",0.0117,0,"4801;4801","1995-10-04 00:00:00","2002-07-10 22:49:32",-5.0333,6.2167,NA
"1:233",213216,"occ",21692,"Praomys tullbergi",3,54138,"Praomys",5,54138,"Holocene",0.0117,0,"4801;4801","1995-10-04 00:00:00","2002-07-10 22:49:32",-5.0333,6.2167,NA
"1:234",213217,"occ",21692,"Uranomys ruddi",3,0,NA,NA,NA,"Holocene",0.0117,0,"4801;4801","1995-10-04 00:00:00","2002-07-10 22:49:32",-5.0333,6.2167,NA
"1:235",213218,"occ",21692,"Cricetomys gambianus",3,104920,"Cricetomys",5,104920,"Holocene",0.0117,0,"4801;4801","1995-10-04 00:00:00","2002-07-10 22:49:32",-5.0333,6.2167,NA
"1:236",213219,"occ",21692,"Dephomys defua",3,0,NA,NA,NA,"Holocene",0.0117,0,"4801;4801","1995-10-04 00:00:00","2002-07-10 22:49:32",-5.0333,6.2167,NA
"1:237",213220,"occ",21692,"Graphiurus hueti",3,105525,"Graphiurus",5,105525,"Holocene",0.0117,0,"4801;4801","1995-10-04 00:00:00","2002-07-10 22:49:32",-5.0333,6.2167,NA
"1:238",213221,"occ",21692,"Mus setulosus",3,41911,"Mus",5,41911,"Holocene",0.0117,0,"4801;4801","1995-10-04 00:00:00","2002-07-10 22:49:32",-5.0333,6.2167,NA
"1:239",213250,"occ",21693,"Orycteropus afer",3,119862,"Orycteropus afer",3,119862,"Holocene",0.0117,0,"4805;4805","1995-06-23 00:00:00","2002-07-10 22:49:32",28.6667,-24.6,NA
"1:240",213251,"occ",21693,"Canis mesomelas",3,232943,"Canis mesomelas",3,232943,"Holocene",0.0117,0,"4805;4805","1995-06-22 00:00:00","2002-07-10 22:49:32",28.6667,-24.6,NA
"1:241",213252,"occ",21693,"Canis adustus",3,232942,"Canis adustus",3,232942,"Holocene",0.0117,0,"4805;4805","1995-06-22 00:00:00","2002-07-10 22:49:32",28.6667,-24.6,NA
"1:242",213253,"occ",21693,"Mellivora capensis",3,232916,"Mellivora capensis",3,232916,"Holocene",0.0117,0,"4805;4805","1995-06-22 00:00:00","2002-07-10 22:49:32",28.6667,-24.6,NA
"1:243",213254,"occ",21693,"Panthera leo",3,49734,"Panthera leo",3,49734,"Holocene",0.0117,0,"4805;4805","1995-06-22 00:00:00","2002-07-10 22:49:32",28.6667,-24.6,NA
"1:244",213255,"occ",21693,"Panthera pardus",3,72185,"Panthera pardus",3,72185,"Holocene",0.0117,0,"4805;4805","1995-06-22 00:00:00","2002-07-10 22:49:32",28.6667,-24.6,NA
"1:245",213257,"occ",21693,"Lepus capensis",3,104194,"Lepus capensis",3,104194,"Holocene",0.0117,0,"4805;4805","1995-06-22 00:00:00","2002-07-10 22:49:32",28.6667,-24.6,NA
"1:246",213259,"occ",21693,"Ichneumia albicauda",3,232856,"Ichneumia albicauda",3,232856,"Holocene",0.0117,0,"4805;4805","1995-06-22 00:00:00","2002-07-10 22:49:32",28.6667,-24.6,NA
"1:247",213260,"occ",21693,"Raphicerus campestris",3,149590,"Raphicerus campestris",3,149590,"Holocene",0.0117,0,"4805;4805","1995-06-21 00:00:00","2002-07-10 22:49:32",28.6667,-24.6,NA
"1:248",213261,"occ",21693,"Tragelaphus scriptus",3,149707,"Tragelaphus scriptus",3,149707,"Holocene",0.0117,0,"4805;4805","1995-06-21 00:00:00","2002-07-10 22:49:32",28.6667,-24.6,NA
"1:249",213262,"occ",21693,"Aonyx capensis",3,157462,"Aonyx capensis",3,157462,"Holocene",0.0117,0,"4805;4805","1995-06-22 00:00:00","2002-07-10 22:49:32",28.6667,-24.6,NA
"1:250",213263,"occ",21693,"Ictonyx striatus",3,232914,"Ictonyx striatus",3,232914,"Holocene",0.0117,0,"4805;4805","1995-06-22 00:00:00","2002-07-10 22:49:32",28.6667,-24.6,NA
"1:251",213264,"occ",21693,"Genetta genetta",3,232013,"Genetta genetta",3,232013,"Holocene",0.0117,0,"4805;4805","1995-06-22 00:00:00","2002-07-10 22:49:32",28.6667,-24.6,NA
"1:252",213265,"occ",21693,"Herpestes sanguineus",3,232253,"Herpestes sanguineus",3,232253,"Holocene",0.0117,0,"4805;4805","1995-06-22 00:00:00","2002-07-10 22:49:32",28.6667,-24.6,NA
"1:253",213266,"occ",21693,"Proteles cristata",3,103250,"Proteles",5,103250,"Holocene",0.0117,0,"4805;4805","1995-06-22 00:00:00","2002-07-10 22:49:32",28.6667,-24.6,NA
"1:254",213267,"occ",21693,"Galago senegalensis",3,232725,"Galago senegalensis",3,232725,"Holocene",0.0117,0,"4805;4805","1995-06-23 00:00:00","2002-07-10 22:49:32",28.6667,-24.6,NA
"1:255",213268,"occ",21693,"Pedetes capensis",3,234844,"Yerbua capensis",3,234843,"Holocene",0.0117,0,"4805;4805","1995-06-22 00:00:00","2002-07-10 22:49:32",28.6667,-24.6,NA
"1:256",213272,"occ",21693,"Cynictis penicillata",3,232162,"Cynictis penicillata",3,232162,"Holocene",0.0117,0,"4805;4805","1995-10-04 00:00:00","2002-07-10 22:49:32",28.6667,-24.6,NA
"1:257",213273,"occ",21693,"Genetta tigrina",3,232092,"Genetta tigrina",3,232092,"Holocene",0.0117,0,"4805;4805","1995-10-04 00:00:00","2002-07-10 22:49:32",28.6667,-24.6,NA
