"","oid","typ","cid","tna","rnk","tid","mna","mra","mid","oei","eag","lag","rid","dcr","dmd","lng","lat","oli"
"1:1459",225995,"occ",21938,"Raphicerus campestris",3,149590,"Raphicerus campestris",3,149590,"Holocene",0.0117,0,"5242;5242","1995-06-21 00:00:00","2002-07-10 22:49:32",36.383301,-0.75,NA
"1:1460",225996,"occ",21938,"Tragelaphus scriptus",3,149707,"Tragelaphus scriptus",3,149707,"Holocene",0.0117,0,"5242;5242","1995-06-21 00:00:00","2002-07-10 22:49:32",36.383301,-0.75,NA
"1:1461",225997,"occ",21938,"Hippopotamus amphibius",3,77338,"Hippopotamus amphibius",3,77338,"Holocene",0.0117,0,"5242;5242","1995-06-21 00:00:00","2002-07-10 22:49:32",36.383301,-0.75,NA
"1:1462",226001,"occ",21938,"Tachyoryctes splendens",3,104913,"Tachyoryctes",5,104913,"Holocene",0.0117,0,"5242;5242","1995-10-04 00:00:00","2002-07-10 22:49:32",36.383301,-0.75,NA
"1:1463",226004,"occ",21952,"Canis mesomelas",3,232943,"Canis mesomelas",3,232943,"Pleistocene",2.588,0,"5251;5251","1995-06-22 00:00:00","2002-07-10 22:49:32",19.376802,-34.546085,"Holocene"
"1:1464",226005,"occ",21952,"Mellivora capensis",3,232916,"Mellivora capensis",3,232916,"Pleistocene",2.588,0,"5251;5251","1995-06-22 00:00:00","2002-07-10 22:49:32",19.376802,-34.546085,"Holocene"
"1:1465",226007,"occ",21952,"Lepus capensis",3,104194,"Lepus capensis",3,104194,"Pleistocene",2.588,0,"5251;5251","1995-06-22 00:00:00","2002-07-10 22:49:32",19.376802,-34.546085,"Holocene"
"1:1466",226008,"occ",21952,"Alcelaphus buselaphus",3,149623,"Alcelaphus buselaphus",3,149623,"Pleistocene",2.588,0,"5251;5251","1995-06-21 00:00:00","2002-07-10 22:49:32",19.376802,-34.546085,"Holocene"
"1:1467",226009,"occ",21952,"Antidorcas marsupialis",3,149572,"Antidorcas marsupialis",3,149572,"Pleistocene",2.588,0,"5251;5251","1995-06-21 00:00:00","2002-07-10 22:49:32",19.376802,-34.546085,"Holocene"
"1:1468",226010,"occ",21952,"Connochaetes gnou",3,133833,"Connochaetes gnou",3,133833,"Pleistocene",2.588,0,"5251;5251","1995-06-21 00:00:00","2002-07-10 22:49:32",19.376802,-34.546085,"Holocene"
"1:1469",226011,"occ",21952,"Damaliscus dorcas",3,235803,"Damaliscus dorcas",3,235803,"Pleistocene",2.588,0,"5251;5251","1995-06-21 00:00:00","2002-07-10 22:49:32",19.376802,-34.546085,"Holocene"
"1:1470",226012,"occ",21952,"Ovis aries",3,104261,"Ovis aries",3,104261,"Pleistocene",2.588,0,"5251;5251","1995-06-21 00:00:00","2002-07-10 22:49:32",19.376802,-34.546085,"Holocene"
"1:1471",226015,"occ",21952,"Syncerus caffer",3,149719,"Syncerus caffer",3,149719,"Pleistocene",2.588,0,"5251;5251","1995-06-21 00:00:00","2002-07-10 22:49:32",19.376802,-34.546085,"Holocene"
"1:1472",226016,"occ",21952,"Ictonyx striatus",3,232914,"Ictonyx striatus",3,232914,"Pleistocene",2.588,0,"5251;5251","1995-06-22 00:00:00","2002-07-10 22:49:32",19.376802,-34.546085,"Holocene"
"1:1473",226017,"occ",21952,"Hippopotamus amphibius",3,77338,"Hippopotamus amphibius",3,77338,"Pleistocene",2.588,0,"5251;5251","1995-06-21 00:00:00","2002-07-10 22:49:32",19.376802,-34.546085,"Holocene"
"1:1474",226021,"occ",21952,"Redunca fulvorufula",3,149687,"Redunca fulvorufula",3,149687,"Pleistocene",2.588,0,"5251;5251","1995-06-21 00:00:00","2002-07-10 22:49:32",19.376802,-34.546085,"Holocene"
"1:1475",226023,"occ",21952,"Procavia capensis",3,143657,"Procavia capensis",3,143657,"Pleistocene",2.588,0,"5251;5251","1995-10-04 00:00:00","2002-07-10 22:49:32",19.376802,-34.546085,"Holocene"
"1:1476",226024,"occ",21952,"Erinaceus frontalis",3,40375,"Erinaceus",5,40375,"Pleistocene",2.588,0,"5251;5251","1995-10-04 00:00:00","2002-07-10 22:49:32",19.376802,-34.546085,"Holocene"
"1:1477",226025,"occ",21952,"Papio ursinus",3,40871,"Papio",5,40871,"Pleistocene",2.588,0,"5251;5251","1995-10-04 00:00:00","2002-07-10 22:49:32",19.376802,-34.546085,"Holocene"
"1:1478",226026,"occ",21952,"Atelerix frontalis",3,99709,"Atelerix",5,99709,"Pleistocene",2.588,0,"5251;5251","1995-10-04 00:00:00","2002-07-10 22:49:32",19.376802,-34.546085,"Holocene"
"1:1479",226027,"occ",21952,"Equus quagga",3,90653,"Equus quagga",3,90653,"Pleistocene",2.588,0,"5251;5251","1995-10-04 00:00:00","2002-07-10 22:49:32",19.376802,-34.546085,"Holocene"
"1:1480",226028,"occ",21952,"Bathyergus suillus",3,233920,"Bathyergus suillus",3,233920,"Pleistocene",2.588,0,"5251;5251","1995-10-04 00:00:00","2002-07-10 22:49:32",19.376802,-34.546085,"Holocene"
"1:1481",226045,"occ",21955,"Tragelaphus scriptus",3,149707,"Tragelaphus scriptus",3,149707,"Holocene",0.0117,0,"5237;5237","1995-06-21 00:00:00","2002-07-10 22:49:32",31.0833,-26.75,NA
"1:1482",226046,"occ",21955,"Redunca fulvorufula",3,149687,"Redunca fulvorufula",3,149687,"Holocene",0.0117,0,"5237;5237","1995-06-21 00:00:00","2002-07-10 22:49:32",31.0833,-26.75,NA
"1:1483",226047,"occ",21955,"Procavia capensis",3,143657,"Procavia capensis",3,143657,"Holocene",0.0117,0,"5237;5237","1995-10-04 00:00:00","2002-07-10 22:49:32",31.0833,-26.75,NA
"1:1484",226048,"occ",21955,"Lepus saxatilis",3,42176,"Lepus",5,42176,"Holocene",0.0117,0,"5237;5237","1995-10-04 00:00:00","2002-07-10 22:49:32",31.0833,-26.75,NA
"1:1485",226049,"occ",21955,"Manis temmincki",3,43677,"Manis",5,43677,"Holocene",0.0117,0,"5237;5237","1995-10-04 00:00:00","2002-07-10 22:49:32",31.0833,-26.75,NA
"1:1486",226050,"occ",21955,"Papio ursinus",3,40871,"Papio",5,40871,"Holocene",0.0117,0,"5237;5237","1995-10-04 00:00:00","2002-07-10 22:49:32",31.0833,-26.75,NA
"1:1487",226051,"occ",21955,"Cephalophus monticola",3,149564,"Cephalophus monticola",3,149564,"Holocene",0.0117,0,"5237;5237","1995-10-04 00:00:00","2002-07-10 22:49:32",31.0833,-26.75,NA
"1:1488",226057,"occ",21956,"Taurotragus oryx",3,231399,"Taurotragus oryx",3,231399,"Pleistocene",2.588,0.0117,"5255;5255","1995-06-21 00:00:00","2002-07-10 22:49:32",24.616699,-27.616699,NA
"1:1489",226058,"occ",21956,"Giraffa camelopardalis",3,133600,"Giraffa camelopardalis",3,133600,"Pleistocene",2.588,0.0117,"5255;5255","1995-06-21 00:00:00","2002-07-10 22:49:32",24.616699,-27.616699,NA
"1:1490",226059,"occ",21956,"Equus burchelli",3,236270,"Equus quagga burchelli",2,236288,"Pleistocene",2.588,0.0117,"5255;5255","1995-06-23 00:00:00","2002-07-10 22:49:32",24.616699,-27.616699,NA
"1:1491",226060,"occ",21956,"Orycteropus afer",3,119862,"Orycteropus afer",3,119862,"Pleistocene",2.588,0.0117,"5255;5255","1995-06-23 00:00:00","2002-07-10 22:49:32",24.616699,-27.616699,NA
"1:1492",226061,"occ",21956,"Canis mesomelas",3,232943,"Canis mesomelas",3,232943,"Pleistocene",2.588,0.0117,"5255;5255","1995-06-22 00:00:00","2002-07-10 22:49:32",24.616699,-27.616699,NA
"1:1493",226062,"occ",21956,"Mellivora capensis",3,232916,"Mellivora capensis",3,232916,"Pleistocene",2.588,0.0117,"5255;5255","1995-06-22 00:00:00","2002-07-10 22:49:32",24.616699,-27.616699,NA
"1:1494",226063,"occ",21956,"Crocuta crocuta",3,53881,"Crocuta crocuta",3,53881,"Pleistocene",2.588,0.0117,"5255;5255","1995-06-22 00:00:00","2002-07-10 22:49:32",24.616699,-27.616699,NA
"1:1495",226064,"occ",21956,"Panthera leo",3,49734,"Panthera leo",3,49734,"Pleistocene",2.588,0.0117,"5255;5255","1995-06-22 00:00:00","2002-07-10 22:49:32",24.616699,-27.616699,NA
"1:1496",226065,"occ",21956,"Panthera pardus",3,72185,"Panthera pardus",3,72185,"Pleistocene",2.588,0.0117,"5255;5255","1995-06-22 00:00:00","2002-07-10 22:49:32",24.616699,-27.616699,NA
"1:1497",226068,"occ",21956,"Lycaon pictus",3,231463,"Lycaon pictus",3,231463,"Pleistocene",2.588,0.0117,"5255;5255","1995-06-22 00:00:00","2002-07-10 22:49:32",24.616699,-27.616699,NA
"1:1498",226069,"occ",21956,"Otocyon megalotis",3,232959,"Otocyon megalotis",3,232959,"Pleistocene",2.588,0.0117,"5255;5255","1995-06-22 00:00:00","2002-07-10 22:49:32",24.616699,-27.616699,NA
"1:1499",226070,"occ",21956,"Felis caracal",3,224076,"Caracal caracal",3,224078,"Pleistocene",2.588,0.0117,"5255;5255","1995-06-22 00:00:00","2002-07-10 22:49:32",24.616699,-27.616699,NA
"1:1500",226071,"occ",21956,"Antidorcas marsupialis",3,149572,"Antidorcas marsupialis",3,149572,"Pleistocene",2.588,0.0117,"5255;5255","1995-06-21 00:00:00","2002-07-10 22:49:32",24.616699,-27.616699,NA
"1:1501",226072,"occ",21956,"Connochaetes gnou",3,133833,"Connochaetes gnou",3,133833,"Pleistocene",2.588,0.0117,"5255;5255","1995-06-21 00:00:00","2002-07-10 22:49:32",24.616699,-27.616699,NA
"1:1502",226073,"occ",21956,"Connochaetes taurinus",3,133827,"Connochaetes taurinus",3,133827,"Pleistocene",2.588,0.0117,"5255;5255","1995-06-21 00:00:00","2002-07-10 22:49:32",24.616699,-27.616699,NA
"1:1503",226074,"occ",21956,"Damaliscus dorcas",3,235803,"Damaliscus dorcas",3,235803,"Pleistocene",2.588,0.0117,"5255;5255","1995-06-21 00:00:00","2002-07-10 22:49:32",24.616699,-27.616699,NA
"1:1504",226075,"occ",21956,"Kobus leche",3,42788,"Kobus",5,42788,"Pleistocene",2.588,0.0117,"5255;5255","1995-06-21 00:00:00","2002-07-10 22:49:32",24.616699,-27.616699,NA
"1:1505",226077,"occ",21956,"Raphicerus campestris",3,149590,"Raphicerus campestris",3,149590,"Pleistocene",2.588,0.0117,"5255;5255","1995-06-21 00:00:00","2002-07-10 22:49:32",24.616699,-27.616699,NA
"1:1506",226078,"occ",21956,"Syncerus caffer",3,149719,"Syncerus caffer",3,149719,"Pleistocene",2.588,0.0117,"5255;5255","1995-06-21 00:00:00","2002-07-10 22:49:32",24.616699,-27.616699,NA
"1:1507",226079,"occ",21956,"Aonyx capensis",3,157462,"Aonyx capensis",3,157462,"Pleistocene",2.588,0.0117,"5255;5255","1995-06-22 00:00:00","2002-07-10 22:49:32",24.616699,-27.616699,NA
"1:1508",226080,"occ",21956,"Acinonyx jubatus",3,224065,"Acinonyx jubatus",3,224065,"Pleistocene",2.588,0.0117,"5255;5255","1995-06-22 00:00:00","2002-07-10 22:49:32",24.616699,-27.616699,NA
"1:1509",226081,"occ",21956,"Pedetes capensis",3,234844,"Yerbua capensis",3,234843,"Pleistocene",2.588,0.0117,"5255;5255","1995-06-22 00:00:00","2002-07-10 22:49:32",24.616699,-27.616699,NA
"1:1510",226082,"occ",21956,"Hippopotamus amphibius",3,77338,"Hippopotamus amphibius",3,77338,"Pleistocene",2.588,0.0117,"5255;5255","1995-06-21 00:00:00","2002-07-10 22:49:32",24.616699,-27.616699,NA
"1:1511",226087,"occ",21956,"Redunca fulvorufula",3,149687,"Redunca fulvorufula",3,149687,"Pleistocene",2.588,0.0117,"5255;5255","1995-06-21 00:00:00","2002-07-10 22:49:32",24.616699,-27.616699,NA
"1:1512",226089,"occ",21956,"Vulpes chama",3,235499,"Vulpes chama",3,235499,"Pleistocene",2.588,0.0117,"5255;5255","1995-10-04 00:00:00","2002-07-10 22:49:32",24.616699,-27.616699,NA
"1:1513",226091,"occ",21956,"Cynictis penicillata",3,232162,"Cynictis penicillata",3,232162,"Pleistocene",2.588,0.0117,"5255;5255","1995-10-04 00:00:00","2002-07-10 22:49:32",24.616699,-27.616699,NA
"1:1514",226092,"occ",21956,"Suricata suricatta",3,232149,"Suricata suricatta",3,232149,"Pleistocene",2.588,0.0117,"5255;5255","1995-10-04 00:00:00","2002-07-10 22:49:32",24.616699,-27.616699,NA
"1:1515",226093,"occ",21956,"Procavia capensis",3,143657,"Procavia capensis",3,143657,"Pleistocene",2.588,0.0117,"5255;5255","1995-10-04 00:00:00","2002-07-10 22:49:32",24.616699,-27.616699,NA
"1:1516",226094,"occ",21956,"Papio ursinus",3,40871,"Papio",5,40871,"Pleistocene",2.588,0.0117,"5255;5255","1995-10-04 00:00:00","2002-07-10 22:49:32",24.616699,-27.616699,NA
"1:1517",226095,"occ",21956,"Herpestes ichneumon",3,206226,"Herpestes ichneumon",3,206226,"Pleistocene",2.588,0.0117,"5255;5255","1995-10-04 00:00:00","2002-07-10 22:49:32",24.616699,-27.616699,NA
"1:1518",226096,"occ",21956,"Atelerix frontalis",3,99709,"Atelerix",5,99709,"Pleistocene",2.588,0.0117,"5255;5255","1995-10-04 00:00:00","2002-07-10 22:49:32",24.616699,-27.616699,NA
"1:1519",226097,"occ",21956,"Homo sapiens",3,83088,"Homo sapiens",3,83088,"Pleistocene",2.588,0.0117,"5255;5255","1995-10-04 00:00:00","2002-07-10 22:49:32",24.616699,-27.616699,NA
"1:1520",226110,"occ",21957,"Equus burchelli",3,236270,"Equus quagga burchelli",2,236288,"Pleistocene",2.588,0,"5237;5237","1995-06-23 00:00:00","2002-07-10 22:49:32",25.65,-33.599998,"Holocene"
"1:1521",226111,"occ",21957,"Orycteropus afer",3,119862,"Orycteropus afer",3,119862,"Pleistocene",2.588,0,"5237;5237","1995-06-23 00:00:00","2002-07-10 22:49:32",25.65,-33.599998,"Holocene"
"1:1522",226112,"occ",21957,"Panthera leo",3,49734,"Panthera leo",3,49734,"Pleistocene",2.588,0,"5237;5237","1995-06-22 00:00:00","2002-07-10 22:49:32",25.65,-33.599998,"Holocene"
"1:1523",226115,"occ",21957,"Antidorcas marsupialis",3,149572,"Antidorcas marsupialis",3,149572,"Pleistocene",2.588,0,"5237;5237","1995-06-21 00:00:00","2002-07-10 22:49:32",25.65,-33.599998,"Holocene"
"1:1524",226116,"occ",21957,"Syncerus caffer",3,149719,"Syncerus caffer",3,149719,"Pleistocene",2.588,0,"5237;5237","1995-06-21 00:00:00","2002-07-10 22:49:32",25.65,-33.599998,"Holocene"
"1:1525",226117,"occ",21957,"Hippopotamus amphibius",3,77338,"Hippopotamus amphibius",3,77338,"Pleistocene",2.588,0,"5237;5237","1995-06-21 00:00:00","2002-07-10 22:49:32",25.65,-33.599998,"Holocene"
"1:1526",226119,"occ",21957,"Redunca fulvorufula",3,149687,"Redunca fulvorufula",3,149687,"Pleistocene",2.588,0,"5237;5237","1995-06-21 00:00:00","2002-07-10 22:49:32",25.65,-33.599998,"Holocene"
"1:1527",226121,"occ",21957,"Procavia capensis",3,143657,"Procavia capensis",3,143657,"Pleistocene",2.588,0,"5237;5237","1995-10-04 00:00:00","2002-07-10 22:49:32",25.65,-33.599998,"Holocene"
"1:1528",226122,"occ",21957,"Papio ursinus",3,40871,"Papio",5,40871,"Pleistocene",2.588,0,"5237;5237","1995-10-04 00:00:00","2002-07-10 22:49:32",25.65,-33.599998,"Holocene"
"1:1529",226123,"occ",21957,"Homo sapiens",3,83088,"Homo sapiens",3,83088,"Pleistocene",2.588,0,"5237;5237","1995-10-04 00:00:00","2002-07-10 22:49:32",25.65,-33.599998,"Holocene"
"1:1530",226128,"occ",21958,"Giraffa camelopardalis",3,133600,"Giraffa camelopardalis",3,133600,"Holocene",0.0117,0,"5230;5230","1995-06-21 00:00:00","2002-07-10 22:49:32",33.75,16.25,NA
"1:1531",226129,"occ",21958,"Orycteropus afer",3,119862,"Orycteropus afer",3,119862,"Holocene",0.0117,0,"5230;5230","1995-06-23 00:00:00","2002-07-10 22:49:32",33.75,16.25,NA
"1:1532",226132,"occ",21958,"Hyaena hyaena",3,232134,"Hyaena hyaena",3,232134,"Holocene",0.0117,0,"5230;5230","1995-06-22 00:00:00","2002-07-10 22:49:32",33.75,16.25,NA
"1:1533",226133,"occ",21958,"Bos taurus",3,104264,"Bos taurus",3,104264,"Holocene",0.0117,0,"5230;5230","1995-06-21 00:00:00","2002-07-10 22:49:32",33.75,16.25,NA
"1:1534",226135,"occ",21958,"Hystrix cristata",3,109640,"Hystrix cristata",3,109640,"Holocene",0.0117,0,"5230;5230","1995-06-22 00:00:00","2002-07-10 22:49:32",33.75,16.25,NA
"1:1535",226136,"occ",21958,"Equus asinus",3,104269,"Equus asinus",3,104269,"Holocene",0.0117,0,"5230;5230","1995-06-23 00:00:00","2002-07-10 22:49:32",33.75,16.25,NA
"1:1536",226140,"occ",21958,"Gazella rufifrons",3,149579,"Gazella rufifrons",3,149579,"Holocene",0.0117,0,"5230;5230","1995-10-04 00:00:00","2002-07-10 22:49:32",33.75,16.25,NA
"1:1537",226141,"occ",21958,"Felis silvestris",3,224042,"Felis silvestris",3,224042,"Holocene",0.0117,0,"5230;5230","1995-10-04 00:00:00","2002-07-10 22:49:32",33.75,16.25,NA
"1:1538",226159,"occ",21959,"Dasymys incomtus",3,41900,"Dasymys",5,41900,"Holocene",0.0117,0,"5259;5259","1995-06-22 00:00:00","2002-07-10 22:49:32",36.25,-1.25,NA
"1:1539",226160,"occ",21959,"Arvicanthis niloticus",3,41898,"Arvicanthis",5,41898,"Holocene",0.0117,0,"5259;5259","1995-10-04 00:00:00","2002-07-10 22:49:32",36.25,-1.25,NA
"1:1540",226161,"occ",21959,"Oenomys hypoxanthus",3,0,NA,NA,NA,"Holocene",0.0117,0,"5259;5259","1995-10-04 00:00:00","2002-07-10 22:49:32",36.25,-1.25,NA
"1:1541",226162,"occ",21959,"Elephantulus brachyrhynchus",3,40299,"Elephantulus",5,40299,"Holocene",0.0117,0,"5259;5259","1995-10-04 00:00:00","2002-07-10 22:49:32",36.25,-1.25,NA
"1:1542",226163,"occ",21959,"Tachyoryctes splendens",3,104913,"Tachyoryctes",5,104913,"Holocene",0.0117,0,"5259;5259","1995-10-04 00:00:00","2002-07-10 22:49:32",36.25,-1.25,NA
"1:1543",226173,"occ",21960,"Hippotragus equinus",3,149602,"Hippotragus equinus",3,149602,"Pliocene",5.333,0.0117,"5260;5260","1995-06-21 00:00:00","2002-07-10 22:49:32",27.5,-26.5,"Pleistocene"
"1:1544",226174,"occ",21960,"Taurotragus oryx",3,231399,"Taurotragus oryx",3,231399,"Pliocene",5.333,0.0117,"5260;5260","1995-06-21 00:00:00","2002-07-10 22:49:32",27.5,-26.5,"Pleistocene"
"1:1545",226177,"occ",21960,"Canis mesomelas",3,232943,"Canis mesomelas",3,232943,"Pliocene",5.333,0.0117,"5260;5260","1995-06-22 00:00:00","2002-07-10 22:49:32",27.5,-26.5,"Pleistocene"
"1:1546",226179,"occ",21960,"Crocuta crocuta",3,53881,"Crocuta crocuta",3,53881,"Pliocene",5.333,0.0117,"5260;5260","1995-06-22 00:00:00","2002-07-10 22:49:32",27.5,-26.5,"Pleistocene"
"1:1547",226181,"occ",21960,"Damaliscus dorcas",3,235803,"Damaliscus dorcas",3,235803,"Pliocene",5.333,0.0117,"5260;5260","1995-06-21 00:00:00","2002-07-10 22:49:32",27.5,-26.5,"Pleistocene"
"1:1548",226204,"occ",21963,"Gazella granti",3,149573,"Gazella granti",3,149573,"Pleistocene",2.588,0.0117,"5266;5266","1995-06-21 00:00:00","2002-07-10 22:49:32",36.25,-1.75,NA
"1:1549",226205,"occ",21963,"Gazella thomsoni",3,163854,"Gazella thomsoni",3,163854,"Pleistocene",2.588,0.0117,"5266;5266","1995-06-21 00:00:00","2002-07-10 22:49:32",36.25,-1.75,NA
"1:1550",226206,"occ",21963,"Litocranius walleri",3,149578,"Litocranius walleri",3,149578,"Pleistocene",2.588,0.0117,"5266;5266","1995-06-21 00:00:00","2002-07-10 22:49:32",36.25,-1.75,NA
"1:1551",226209,"occ",21963,"Damaliscus hunteri",3,42764,"Damaliscus",5,42764,"Pleistocene",2.588,0.0117,"5266;5266","1995-06-21 00:00:00","2002-07-10 22:49:32",36.25,-1.75,NA
"1:1552",226210,"occ",21963,"Damaliscus lunatus",3,42764,"Damaliscus",5,42764,"Pleistocene",2.588,0.0117,"5266;5266","1995-06-21 00:00:00","2002-07-10 22:49:32",36.25,-1.75,NA
"1:1553",226213,"occ",21963,"Hippotragus equinus",3,149602,"Hippotragus equinus",3,149602,"Pleistocene",2.588,0.0117,"5266;5266","1995-06-21 00:00:00","2002-07-10 22:49:32",36.25,-1.75,NA
"1:1554",226216,"occ",21963,"Taurotragus oryx",3,231399,"Taurotragus oryx",3,231399,"Pleistocene",2.588,0.0117,"5266;5266","1995-06-21 00:00:00","2002-07-10 22:49:32",36.25,-1.75,NA
"1:1555",226219,"occ",21963,"Giraffa camelopardalis",3,133600,"Giraffa camelopardalis",3,133600,"Pleistocene",2.588,0.0117,"5266;5266","1995-06-21 00:00:00","2002-07-10 22:49:32",36.25,-1.75,NA
"1:1556",226223,"occ",21963,"Equus grevyi",3,90652,"Equus (Dolichohippus) grevyi",3,239412,"Pleistocene",2.588,0.0117,"5266;5266","1995-06-23 00:00:00","2002-07-10 22:49:32",36.25,-1.75,NA
"1:1557",226225,"occ",21963,"Equus burchelli",3,236270,"Equus quagga burchelli",2,236288,"Pleistocene",2.588,0.0117,"5266;5266","1995-06-23 00:00:00","2002-07-10 22:49:32",36.25,-1.75,NA
"1:1558",226229,"occ",21963,"Orycteropus afer",3,119862,"Orycteropus afer",3,119862,"Pleistocene",2.588,0.0117,"5266;5266","1995-06-23 00:00:00","2002-07-10 22:49:32",36.25,-1.75,NA
"1:1559",226230,"occ",21963,"Canis mesomelas",3,232943,"Canis mesomelas",3,232943,"Pleistocene",2.588,0.0117,"5266;5266","1995-06-22 00:00:00","2002-07-10 22:49:32",36.25,-1.75,NA
"1:1560",226231,"occ",21963,"Canis adustus",3,232942,"Canis adustus",3,232942,"Pleistocene",2.588,0.0117,"5266;5266","1995-06-22 00:00:00","2002-07-10 22:49:32",36.25,-1.75,NA
"1:1561",226235,"occ",21963,"Mellivora capensis",3,232916,"Mellivora capensis",3,232916,"Pleistocene",2.588,0.0117,"5266;5266","1995-06-22 00:00:00","2002-07-10 22:49:32",36.25,-1.75,NA
"1:1562",226236,"occ",21963,"Crocuta crocuta",3,53881,"Crocuta crocuta",3,53881,"Pleistocene",2.588,0.0117,"5266;5266","1995-06-22 00:00:00","2002-07-10 22:49:32",36.25,-1.75,NA
"1:1563",226237,"occ",21963,"Panthera leo",3,49734,"Panthera leo",3,49734,"Pleistocene",2.588,0.0117,"5266;5266","1995-06-22 00:00:00","2002-07-10 22:49:32",36.25,-1.75,NA
"1:1564",226238,"occ",21963,"Panthera pardus",3,72185,"Panthera pardus",3,72185,"Pleistocene",2.588,0.0117,"5266;5266","1995-06-22 00:00:00","2002-07-10 22:49:32",36.25,-1.75,NA
"1:1565",226242,"occ",21963,"Lepus capensis",3,104194,"Lepus capensis",3,104194,"Pleistocene",2.588,0.0117,"5266;5266","1995-06-22 00:00:00","2002-07-10 22:49:32",36.25,-1.75,NA
"1:1566",226252,"occ",21963,"Cephalophus sylvicultor",3,236715,"Cephalophus sylvicultor",3,236715,"Pleistocene",2.588,0.0117,"5266;5266","1995-06-21 00:00:00","2002-07-10 22:49:32",36.25,-1.75,NA
"1:1567",226254,"occ",21963,"Lycaon pictus",3,231463,"Lycaon pictus",3,231463,"Pleistocene",2.588,0.0117,"5266;5266","1995-06-22 00:00:00","2002-07-10 22:49:32",36.25,-1.75,NA
"1:1568",226255,"occ",21963,"Otocyon megalotis",3,232959,"Otocyon megalotis",3,232959,"Pleistocene",2.588,0.0117,"5266;5266","1995-06-22 00:00:00","2002-07-10 22:49:32",36.25,-1.75,NA
"1:1569",226256,"occ",21963,"Hyaena hyaena",3,232134,"Hyaena hyaena",3,232134,"Pleistocene",2.588,0.0117,"5266;5266","1995-06-22 00:00:00","2002-07-10 22:49:32",36.25,-1.75,NA
"1:1570",226258,"occ",21963,"Felis caracal",3,224076,"Caracal caracal",3,224078,"Pleistocene",2.588,0.0117,"5266;5266","1995-06-22 00:00:00","2002-07-10 22:49:32",36.25,-1.75,NA
"1:1571",226259,"occ",21963,"Ichneumia albicauda",3,232856,"Ichneumia albicauda",3,232856,"Pleistocene",2.588,0.0117,"5266;5266","1995-06-22 00:00:00","2002-07-10 22:49:32",36.25,-1.75,NA
"1:1572",226300,"occ",21970,"Ceratotherium simum",3,115823,"Ceratotherium simum",3,115823,"Calabrian",1.806,0.781,"5269;5269","1995-06-23 00:00:00","2002-07-10 22:49:32",35.362499,-2.9903,NA
"1:1573",226447,"occ",21999,"Ceratotherium simum",3,115823,"Ceratotherium simum",3,115823,"Gelasian",2.588,1.806,"4763;4763","1995-06-23 00:00:00","2002-07-10 22:49:32",36.021999,5.094,NA
"1:1574",226455,"occ",21999,"Galeopithecidae indet.",9,40330,"Galeopithecidae",9,40330,"Gelasian",2.588,1.806,"4763;4763","1995-10-04 00:00:00","2002-07-10 22:49:32",36.021999,5.094,NA
